x1,x2,x3,filename
T21,LIVB 18261 18273,oilseed rape,European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T22,LIVB 18507 18511,rape,European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T23,LIVB 19115 19121,barley,European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T24,LIVB 20011 20014,ley,European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T25,LIVB 43118 43130,oilseed rape,European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T26,LIVB 46766 46779,Loaiza Puerta,European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T27,LIVB 57087 57100,Loaiza Puerta,European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T28,LIVB 58331 58343,grass-clover,European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T29,LIVB 62690 62705,Potassium bud- ,European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T30,LIVB 63555 63574,soybean-beef cattle,European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T31,LIVB 64189 64201,Tétard-Jones,European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T32,LIVB 64207 64226,"Średnicka-Tober, D.",European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T33,LIVB 64362 64367,wheat,European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T34,LIVB 69840 69857,grass-clover leys,European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T35,LIVB 71460 71477,"Loaiza Puerta, V.",European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T36,LIVB 71479 71492,Pujol Pereira,European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T37,LIVB 72976 72993,"Medina-Roldán, E.",European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T38,LIVB 73033 73040,Chapa- ,European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T39,LIVB 77253 77259,Cuttle,European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T40,LIVB 77796 77805,Tsiafouli,European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T41,LIVB 79247 79264,grass-clover leys,European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T0,LIVB 1888 1900,Divya Karnad,fevo-07-00151.ann
T1,LIVB 14879 14892,Morfa harlech,fevo-07-00151.ann
T2,LIVB 16113 16119,Cattle,fevo-07-00151.ann
T3,LIVB 16153 16158,Sheep,fevo-07-00151.ann
T4,LIVB 16159 16165,Cattle,fevo-07-00151.ann
T5,LIVB 16194 16199,Sheep,fevo-07-00151.ann
T6,LIVB 16206 16227,Cattle  Cattle  Sheep,fevo-07-00151.ann
T7,LIVB 16228 16234,Cattle,fevo-07-00151.ann
T8,LIVB 16236 16242,Cattle,fevo-07-00151.ann
T9,LIVB 16255 16261,Cattle,fevo-07-00151.ann
T10,LIVB 16268 16274,Cattle,fevo-07-00151.ann
T11,LIVB 17049 17057,Crossens,fevo-07-00151.ann
T12,LIVB 25479 25492,Festuca rubra,fevo-07-00151.ann
T13,LIVB 25494 25516,Atriplex portulacoides,fevo-07-00151.ann
T14,LIVB 25530 25547,Plantago maritima,fevo-07-00151.ann
T15,LIVB 25548 25568,Puccinellia maritima,fevo-07-00151.ann
T16,LIVB 25671 25691,Puccinellia maritima,fevo-07-00151.ann
T17,LIVB 26352 26371,Festuca rubra sward,fevo-07-00151.ann
T18,LIVB 40278 40289,saltmarshes,fevo-07-00151.ann
T19,LIVB 41877 41888,saltmarshes,fevo-07-00151.ann
T20,LIVB 44949 44962,Festuca rubra,fevo-07-00151.ann
T21,LIVB 52389 52396,C ﬂuxes,fevo-07-00151.ann
T22,LIVB 52827 52833,cattle,fevo-07-00151.ann
T23,LIVB 52838 52843,sheep,fevo-07-00151.ann
T24,LIVB 56917 56922,sheep,fevo-07-00151.ann
T25,LIVB 57616 57644,Spartina anglica saltmarshes,fevo-07-00151.ann
T26,LIVB 59150 59158,redshank,fevo-07-00151.ann
T27,LIVB 59159 59173,Tringa totanus,fevo-07-00151.ann
T28,LIVB 59441 59449,reindeer,fevo-07-00151.ann
T29,LIVB 63619 63636,Spartina maritima,fevo-07-00151.ann
T0,LIVB 2994 2998,forb,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T1,LIVB 5216 5222,cattle,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T2,LIVB 5225 5230,sheep,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T3,LIVB 5236 5242,horses,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T4,LIVB 5907 5914,rabbits,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T5,LIVB 6265 6270,Voles,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T6,LIVB 7259 7265,spider,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T7,LIVB 7270 7286,predatory beetle,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T8,LIVB 9017 9022,forbs,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T9,LIVB 10056 10062,cattle,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T10,LIVB 10065 10069,pony,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T11,LIVB 10074 10080,rabbit,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T12,LIVB 11159 11165,ponies,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T13,LIVB 11168 11190,Equus  ferus  caballus,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T14,LIVB 11206 11212,cattle,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T15,LIVB 11215 11227,Bos   taurus,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T16,LIVB 11244 11251,rabbits,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T17,LIVB 11253 11274,Oryctolagus cuniculus,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T18,LIVB 11337 11343,cattle,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T19,LIVB 11345 11361,Belted Galloways,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T20,LIVB 11366 11373,Dexters,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T21,LIVB 11631 11645,Festuca  rubra,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T22,LIVB 11650 11663,Galium  verum,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T23,LIVB 12325 12336,field voles,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T24,LIVB 12338 12355,Microtus agrestis,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T25,LIVB 16868 16872,pony,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T26,LIVB 16874 16880,cattle,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T27,LIVB 16885 16891,rabbit,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T28,LIVB 19228 19235,Diptera,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T29,LIVB 19253 19264,Hymenoptera,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T30,LIVB 22836 22842,rabbit,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T31,LIVB 22995 23001,rabbit,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T32,LIVB 26252 26257,forbs,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T33,LIVB 26303 26313,Graminoids,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T34,LIVB 26428 26434,rabbit,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T35,LIVB 26553 26559,rabbit,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T36,LIVB 26651 26656,forbs,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T37,LIVB 27098 27107,Graminoid,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T38,LIVB 27128 27132,Forb,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T39,LIVB 27210 27219,Graminoid,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T40,LIVB 27917 27925,carabids,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T41,LIVB 27933 27946,Staphylinidae,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T42,LIVB 28018 28028,Coleoptera,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T43,LIVB 28251 28258,Araneae,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T44,LIVB 28431 28447,Nectar   feeders,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T45,LIVB 28853 28874,Colletes cunicularius,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T46,LIVB 28905 28919,sand mining   ,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T47,LIVB 28954 28963,carabid  ,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T48,LIVB 28963 28969,beetle,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T49,LIVB 28971 28985,Amara   lucida,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T50,LIVB 28988 29001,Staphylinidae,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T51,LIVB 29004 29024,Mycetoporus piceolus,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T52,LIVB 29029 29048,Mycetoporus punctus,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T53,LIVB 29050 29061,Linyphiidae,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T54,LIVB 29062 29079,Mecopisthes peusi,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T55,LIVB 29091 29099,ground  ,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T56,LIVB 29099 29102,bug,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T57,LIVB 29104 29129,Megalonotus  praetextatus,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T58,LIVB 29306 29321,C. cunicularius,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T59,LIVB 29323 29332,A. lucida,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T60,LIVB 29334 29344,M. punctus,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T61,LIVB 29352 29368,M.  praetextatus,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T62,LIVB 29432 29439,rove   ,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T63,LIVB 29439 29445,beetle,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T64,LIVB 29446 29457,M. piceolus,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T65,LIVB 29528 29534,spider,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T66,LIVB 29535 29543,M. peusi,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T67,LIVB 32585 32591,cattle,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T68,LIVB 32675 32680,voles,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T69,LIVB 33104 33108,pony,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T70,LIVB 35972 35979,rabbits,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T71,LIVB 36325 36331,rabbit,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T72,LIVB 39099 39107,carabids,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T73,LIVB 39112 39124,staphylinids,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T74,LIVB 39538 39544,rabbit,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T75,LIVB 39671 39677,rabbit,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T76,LIVB 39917 39925,bumble  ,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T77,LIVB 39925 39929,bees,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T78,LIVB 39932 39942,hoverflies,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T79,LIVB 39949 39960,butterflies,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T80,LIVB 40786 40800,RDB3  skylarks,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T81,LIVB 40803 40819,Alauda  arvensis,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T82,LIVB 40863 40875,natterjack  ,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T83,LIVB 40875 40879,toad,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T84,LIVB 40882 40900,Epidalea  calamita,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T85,LIVB 41389 41394,forbs,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T86,LIVB 41558 41579,Arrhenatherum elatius,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T87,LIVB 42339 42362,Welsh  mountain  ponies,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T88,LIVB 42580 42586,cattle,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T89,LIVB 42590 42596,ponies,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T90,LIVB 42872 42878,ponies,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T91,LIVB 42886 42892,cattle,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T92,LIVB 44039 44046,rabbits,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T93,LIVB 46475 46484,Coastal  ,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T94,LIVB 46649 46659,Herbivores,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T95,LIVB 47671 47680,Jefferson,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T96,LIVB 50748 50755,Everard,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T97,LIVB 50763 50770,Garbutt,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T98,LIVB 50821 50824,Pye,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T99,LIVB 52100 52104,Le  ,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T100,LIVB 52411 52418,insects,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T101,LIVB 52450 52465,"Loucougaray, G.",Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T102,LIVB 52522 52528,horses,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T103,LIVB 56100 56108,Russelle,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T104,LIVB 57042 57050,Soussana,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T105,LIVB 57060 57067,Loiseau,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T106,LIVB 57075 57083,Vuichard,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T107,LIVB 57091 57098,Ceschia,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T108,LIVB 57106 57115,Balesdent,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T109,LIVB 58640 58650,Coleoptera,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T110,LIVB 58658 58665,Araneae,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T111,LIVB 58673 58684,Hymenoptera,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T112,LIVB 58692 58703,Heteroptera,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T113,LIVB 58714 58723,Chilopoda,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T114,LIVB 58733 58744,Heteroptera,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T115,LIVB 58754 58763,Opiliones,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T116,LIVB 58773 58784,Dictyoptera,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T117,LIVB 58794 58804,Orthoptera,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T118,LIVB 58815 58824,Pulmonata,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T119,LIVB 58834 58841,Isopoda,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T120,LIVB 58851 58858,Diploda,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T121,LIVB 58868 58878,Dermaptera,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T122,LIVB 58888 58899,Haplotaxida,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T123,LIVB 58939 58948,Predatory,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T124,LIVB 58956 58966,Zoophagous,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T125,LIVB 58974 58982,Omnivore,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T126,LIVB 58990 59002,Phytophagous,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T127,LIVB 59010 59019,Bryophyte,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T128,LIVB 59037 59043,Pollen,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T129,LIVB 59061 59072,Detritivore,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T130,LIVB 59080 59091,Fungivorous,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T131,LIVB 59120 59134,Myrmecophilous,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T132,LIVB 59144 59148,Dung,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T133,LIVB 59166 59172,Nectar,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T134,LIVB 59772 59785,Staphylinidae,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T135,LIVB 59787 59800,Staphylinidae,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T136,LIVB 59802 59815,Staphylinidae,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T137,LIVB 59817 59830,Staphylinidae,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T138,LIVB 59832 59845,Staphylinidae,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T139,LIVB 59847 59860,Staphylinidae,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T140,LIVB 59862 59875,Staphylinidae,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T141,LIVB 59877 59890,Staphylinidae,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T142,LIVB 59892 59905,Staphylinidae,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T143,LIVB 59907 59920,Staphylinidae,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T144,LIVB 59922 59935,Staphylinidae,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T145,LIVB 59937 59950,Staphylinidae,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T146,LIVB 59952 59965,Staphylinidae,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T147,LIVB 59967 59980,Staphylinidae,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T148,LIVB 59982 59995,Staphylinidae,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T149,LIVB 59997 60010,Staphylinidae,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T150,LIVB 60012 60025,Staphylinidae,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T151,LIVB 60027 60040,Staphylinidae,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T152,LIVB 60042 60055,Staphylinidae,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T153,LIVB 60057 60070,Staphylinidae,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T154,LIVB 60072 60085,Staphylinidae,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T155,LIVB 60087 60100,Staphylinidae,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T156,LIVB 60102 60115,Staphylinidae,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T157,LIVB 60117 60130,Staphylinidae,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T158,LIVB 60132 60145,Staphylinidae,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T159,LIVB 60147 60160,Staphylinidae,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T160,LIVB 60162 60175,Staphylinidae,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T161,LIVB 60177 60190,Staphylinidae,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T162,LIVB 60192 60203,Cantharidae,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T163,LIVB 60205 60218,Coccinellidae,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T164,LIVB 60220 60233,Coccinellidae,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T165,LIVB 60236 60249,Coccinellidae,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
T166,LIVB 60251 60261,Histeridae,Ford_et_al._2012_Grazing_abandonment_pre_print_2.ann
